,title,date,description,link,full text
38,The healthiest water to drink: Is there such a thing?,"Wed, 20 Mar 2019 08:57:40 GMT",The science is clear: Staying hydrated and drinking enough water has health benefits.,http://rss.cnn.com/~r/rss/cnn_topstories/~3/1h4IUSrFiI4/index.html,"Hydration can help lubricate and cushion joints, protect sensitive tissues in your body, flush out waste and keep your immune system and even your skin healthy. Yet when it comes to bottled water, there are several types on the market: spring, purified, mineral, artesian and even alkaline. Is any type best? It turns out that might come down to personal preference, as more research seems to be needed for a definitive answer. ""For the price, I'm going to get spring water,"" said Dr. Eddie Fatakhov, a physician and nutritionist at the Center for Internal and Integrative Medicine in Alpharetta, Georgia. ""Because I know it came from the spring."" Spring, purified, mineral, artesian: What's the difference? Spring water comes from an underground source and must be collected at the spring or through a borehole tapping the spring's source, according to the International Bottled Water Association.  The association defines purified water as water that has been highly treated -- through distillation, deionization or other suitable processes -- in order to meet certain standards before being sold. Mineral water is natural water that has a constant level and relative proportions of mineral and trace elements -- containing no less than 250 parts per million total of dissolved solids, according to the water association. No minerals can be added to it. Then there's artesian water, which is derived from a well that taps a specific layer of rock or sand.  You also might have seen alkaline water on store shelves; it has a higher pH level than tap water. A pH level is a measure of how acidic or basic water is. Seven is a neutral pH. Higher pH levels are more alkaline, or basic; lower pH levels are more acidic. ""Tap water has a pH of roughly around 7, and alkaline water is closer to about 8 or 9,"" Malina Malkani, a registered dietician nutritionist and spokeswoman for the Academy of Nutrition and Dietetics, told CNN in January.  Could alkaline water provide any special health benefits? ""There's really not a lot of evidence either supporting of the health claims that are made about alkaline water or refuting the claims,"" Malkani said.  In other words, the jury is still out. Malkani noted that ""if all the body systems are functioning as they should be, the blood pH isn't going to vary too much. So it's a misconception that you can, by drinking an alkaline water, drastically affect the pH of the body."" Illnesses are common causes for changes in the blood pH level. Diabetes can make your blood more acidic, but kidney problems can make it more alkaline. Certain foods, including dairy products, also can make your blood more acidic. It is more common for companies to manufacture alkaline water, but natural alkaline water can occur when water picks up minerals from areas such as springs, when it passes over rocks in the environment. ""Alkaline compounds are salts and metals that, when added to water, make it more basic,"" Malkani said. All in all, the general consensus among health experts for now is that making sure you are drinking enough water is more important than the type of water you prefer. The National Academies of Sciences, Engineering, and Medicine recommend that men drink an average of about 3.7 liters (125 ounces) of water each day and that women drink about 2.7 liters (91 ounces). That water can come from beverages and foods, according to the recommendations. So, for men and women respectively, ""that's 15 cups of water and 11 cups of water, from the eight cups we were taught to believe,"" Fatakhov said. Women who are pregnant or breastfeeding need additional fluids to stay hydrated, according to the Mayo Clinic, which noted that the Office on Women's Health recommends that women who breastfeed consume about 13 cups of fluids a day. ""America is dehydrated,"" Fatakhov said, and that's a problem because ""83% of your lungs is water. If you take the heart and the brain, 73% is water. If you take the bones, about 31% is water. If you take the kidneys and muscles, about 76% is water. Your body is made up of water.""  'Water boosts energy' Water not only benefits your health, it could help you control your weight. A study published in the Annals of Family Medicine in 2016 found a significant association between not being adequately hydrated and having an elevated body mass index, known as BMI. BMI is determined based on a person's height and weight. Having a BMI of 30 or higher is categorized as obese. The study was based on data from 9,528 people ages 18 to 64, whose levels of hydration were measured in urine samples. Those whose samples showed inadequate hydration tended to have higher BMIs and higher odds of being obese, compared with the hydrated adults. Water can benefit weight management because staying hydrated helps you better understand when you are actually hungry, and it can boost your metabolism and energy. ""Because of our high water content, it makes sense that our bodies need water to keep our systems functioning. So the next time you hit that afternoon slump, drink a glass of water to increase your energy levels,"" Fatakhov said. ""Think about it like this: I tell you to drink water, and you drink water. Your body has to convert that water back to your body temperature. So if you drink cold water, your body has to turn it back to body temperature,"" he said. ""That's why they say it's better to drink cold water than hot water if you're trying to burn calories."" If you think you're not drinking enough water, the US Centers for Disease Control and Prevention offers some tips:  Carry a water bottle with you throughout the day for easy access to water.Choose water instead of sugar-sweetened beverages, even when eating out.Add a wedge of lime or lemon to water to help improve taste.Try chilling freezer-safe water bottles for easy access to ice-cold water throughout the day."
39,Mont Blanc glacier could collapse at any moment,"Wed, 25 Sep 2019 15:27:38 GMT","Italian authorities have closed roads and ordered the evacuation of huts on the Italian side of Mont Blanc, following warnings that part of a glacier could collapse at any moment.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/fhoYkpSoIUY/index.html,
40,Your Amazon Alexa can sound just like Samuel L. Jackson,"Wed, 25 Sep 2019 21:30:16 GMT",Alexa is about to get real Samuel L. Jackson.,http://rss.cnn.com/~r/rss/cnn_topstories/~3/34tmwSK_UVA/index.html,"Amazon will introduce Jackson as the first celebrity voice for its Alexa virtual assistant later this year, the company said Wednesday. For 99 cents, you can hear the Hollywood star read you the news, give you a weather report and even tell jokes. Here are a few fun requests Amazon suggests you try after setting up Jackson's voice on your Echo: ""Alexa, ask Samuel L. Jackson where he is from."" ""Alexa, ask Sam to wake me up at 7 a.m."" ""Alexa, ask Sam Jackson to sing happy birthday.""  But Jackson wouldn't be who he is if he weren't a little explicit, right? Don't worry. Amazon is leaning into the actor's essence. That's probably why this new feature is rated mature. Users can choose whether or not they would like Jackson to use explicit language. And it's OK if they change their minds later. They can just head over to the settings menu of the Alexa app to select between clean and explicit content."
41,'Fox & Friends' interview leaves Anderson Cooper baffled,"Tue, 24 Sep 2019 08:09:23 GMT","CNN's Anderson Cooper points out the irony of White House Press Secretary Stephanie Grisham's latest comments on ""Fox and Friends.""",http://rss.cnn.com/~r/rss/cnn_topstories/~3/TJbn4l1GCVM/ridiculist-stephanie-grisham-white-house-ac360-vpx.cnn,
42,Snickers is making a special pecan bar -- just in time for fall,"Wed, 25 Sep 2019 22:29:40 GMT","Snickers just got a fall-themed update, just in time for pecan pie season.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/L1y4bWfcySw/index.html,"Mars, which makes the candy bar, debuted a Snickers Pecan Bar on Wednesday, conjuring up all sorts of chocolate pecan pie vibes. You feel them, too? This version was available only online, but by Wednesday night it had already sold out. Chances of buying any more sounded slim. A message on the website said customers could enter their email address to be notified ""if we restock."" The bars were being sold as a 15-pack for $30. They're set to begin shipping September 30. In case you're keeping score, this brings the Snickers variants up to at least six: the classic, the one with almonds, a peanut butter version, another with crispy rice and another with hazelnuts. And now pecan. And that doesn't even include the creamy versions, filled with varying nut butters. We might have too many Snickers bars, honestly.  The idea for this particular bar came from fans, with the company asking customers what nut they would like to see next. Lo and behold, pecans won, beating out cashews, pistachios and macadamia nuts.  The Snickers Pecan Bar is also one of the only Snickers bars that doesn't include peanuts. Both this and the almond version swap out peanuts, while the others simply add extra ingredients. So if you're allergic to peanuts this might be the candy for you.  The new bar is also partly an ode to Texas, where the company says many of the original bars are produced and where the pecans come from. The box even reads ""Texas Proud"" on the top and side, along with the phrase. ""Fixin' to satisfy."" Note the missing 'g.'"
43,The impeachment battle is a political earthquake. Here's what it means for stocks,"Wed, 25 Sep 2019 16:25:01 GMT",The American economy's chances of entering a recession are growing. The US-China trade war is still raging. And now President Donald Trump faces the specter of impeachment.,http://rss.cnn.com/~r/rss/cnn_topstories/~3/DR31_dYZ8aI/index.html,"These are tricky times for investors. At a minimum, the launch of a formal impeachment inquiry adds to the mounting uncertainties hovering above markets.  And no matter how far the impeachment proceedings go, this is yet one more question mark clouding the outlook for the longest economic expansion and the longest bull market in American history. ""We don't have a playbook for this,"" said Nicholas Colas, co-founder of DataTrek Research. Although the start of impeachment proceedings is a political earthquake in Washington, the consequences for Wall Street could be far be less profound. Investors, for now, seem willing to view it as a mere sideshow.  ""The market will see through any short-term challenges and realize it's more political theater than anything that will fundamentally impact the economy,"" said Daryl Jones, director of research at Hedgeye Risk Management. Investors are hardly freaking out. US stocks retreated on Tuesday, but impeachment was just one of several factors dragging the market lower. And stocks moved mostly higher on Wednesday even after the White House released a transcript that showed Trump pushed Ukraine to investigate former Vice President Joe Biden.  So far, markets are betting the political drama won't alter the fundamentals: corporate profits and economic growth. That's especially because investors know there is a very high threshold to remove a president from office. Not only would the House have to vote to impeach Trump, but two-thirds of the Senate would need to convict him.  ""I don't think impeachment proceedings will spill over into the real economy,"" said Jones.  What does this mean for the trade war? But that thinking could change if the latest political scandal shifts the chances of a US-China trade agreement, rattles American consumers or improves the odds of a less market-friendly president taking the White House in 2021.  The trade war remains Wall Street's biggest fear.  The unprecedented tariff battle between the United States and China has created vast uncertainty, pressured manufacturing, forced companies to overhaul supply chains and raised costs for businesses and consumers. The trade war alone could spark a recession in the United States.  Impeachment could prove to be a negative for Wall Street if it lowers the chances of a trade agreement, or leads to an escalation of tensions. If Beijing believes the White House has been damaged by the current scandal, it could decide to sit back and wait until after the 2020 election. ""How much will China be willing to negotiate if they see a weakened president?"" asked Art Hogan, chief market strategist at National Securities Corporation. Chris Krueger, managing director at the Cowen Washington Research Group, warned that the impeachment scandal could distract the White House from trade talks. ""Perhaps Trump can't/won't engage in the high stakes diplomacy to break the US-China impasse,"" Krueger wrote in a note to clients on Tuesday. Others argue that the new scandal could force Trump to look for a big win before the election by reaching an historic trade agreement with China.  That, of course, would be a huge positive for stocks by removing one of the biggest negatives holding back the economy. Will consumer spending remain strong? Beyond China, investors will be on high-alert for any sign that the political drama in Washington might slow the economy.  The most obvious way that could happen would be by denting consumer spending, which has largely remained resilient throughout the trade war and other recent political controversies.  ""A crescendo of bad news can move an economy driven by the consumer,"" said Hogan. ""Is this something that causes people to put off buying that sweater, fridge or car?"" Meanwhile, the impeachment fight adds to policy uncertainty ahead of the 2020 election. One major question is whether it will help or hurt Trump's reelection chances. Investors could grow nervous if the scandal increases the chances of a less business-friendly president in 2021. ""The market has some misgivings about a President Warren or Sanders,"" said Colas. ""The market is probably okay with a President Biden."" Markets boomed in the late '90s History offers limited examples of how the market performs during impeachment proceedings. And those examples, of course, didn't happen in the middle of a trade war. For instance, the US stock market was already mired in a bear market in 1974, the year President Richard Nixon resigned to avoid his own impeachment and likely conviction. At the time, the economy was crippled by the OPEC oil embargo and high inflation. The political crisis did not help. More recently, the S&P 500 advanced 28% between the start of the Monica Lewinsky scandal in January 1998 and President Bill Clinton's acquittal by the Senate in February 1999, according to Bespoke Investment Group. The stock market did plunge nearly 20% in the summer of 1998, but that tumble was driven by the Russian debt crisis and the near-collapse of hedge fund Long-Term Capital Management. The S&P 500 recovered from that scare and ended up hitting new highs months before Clinton was acquitted.  Sam Stovall, chief investment strategist at CFRA, thinks the market will survive this political drama, too. ""While the current crisis will certainly add to the market's wall of worry,"" Stovall wrote in an email, ""we don't think it will lead to recession and therefore will not result in a new bear market."""
44,Influencers prepare for an Instagram without likes,"Wed, 25 Sep 2019 14:55:16 GMT","With over 23,000 followers on Instagram, Sam McAllister may not have quite as big of an audience as influencers like Kim Kardashian or Lele Pons. But one of McAllister's major selling points has been his number of likes.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/J1yZrMbfnUY/index.html,"It's not uncommon for an Instagram post from McAllister, a 23-year-old photographer, to rack up more than 1,000 likes. One breathtaking photo of a Venice, Italy canal shot from above received nearly 6,000 likes. Another shot of the Eiffel Tower topped 4,000. With that level of engagement, he's managed to build a side hustle, doing work on paid campaigns for companies such as airline Aer Lingus and an energy drink maker.  But now, he's wary that brands could pass him over for opportunities. In recent months, Instagram has been testing hiding likes in several countries, including Ireland, where McAllister lives, as well as Australia and New Zealand. ""The fact that my posts are massively engaged has paid off for me,"" McAllister, whose day job is working at payments startup Stripe, told CNN Business. ""My main concern right now is that the number of followers a user has now defaults to be the main metric."" Related: Risk Takers: The 20 leaders pushing global business forward Instagram has framed the move as an attempt to ""reduce pressure"" on the platform. The thinking: not getting enough likes can negatively impact some users' self-esteem. But with this one tweak, Instagram could rattle some social media influencers like McAllister who've worked to build a business on the platform, forcing them to adapt and make changes to their strategy.  ""We understand that the number of likes is an important metric for many creators, and while this test is in exploratory stages, we are thinking through ways for creators to communicate value to their partners,"" a spokesperson for Facebook (FB), which owns Instagram, told CNN Business.  Inside this still nascent industry, influencers and marketers are now openly debating how detrimental the impact of this change could be. Some, like Kamiu Lee, CEO of influencer marketing platform Activate, expect it will initially create ""confusion,"" but she predicts the industry will ""figure it out"" in the long-term. Others, including Felicity Palmateer, a professional surfer from Australia with 184,000 Instagram followers, said hiding likes could make it that much harder for aspiring influencers to break into the industry.  ""It sucks for people who have [high] engagement, but not as many followers,"" she said. ""I'd be pissed off.""  How the Instagram influencer industry works today In just under a decade since Instagram launched, a growing number of celebrities, fitness gurus, fashion bloggers, interior designers, authors, and more have turned to the photo-centric social network to build a following and a new revenue stream. Once established on Instagram, many influencers branch out with branded content, product lines, podcasts, books, and even their own online courses on how to build a social media following.   At the heart of this industry is a simple premise: people can turn their popularity into profit. Sometimes, a lot of profit. The most highly-paid influencers such as Kylie Jenner can make more than $1 million per Instagram post, according to one report.  Related: Risk Takers: The 20 leaders pushing global business forward Brands will often partner with social media stars on sponsored Instagram posts to reach that person's unique audience. When brands consider partnering with an influencer, they take into account factors such as likes, comments, followers and what type of content they post.  Before working with an influencer, brands typically will ask for screenshots of the influencer's back-end Instagram analytics, which offer more in-depth information such as the age ranges and gender breakdown of their followers, which countries their audience is located in and how many accounts a certain post reached.  Lee's firm calculates engagement by adding likes and comments divided by followers. If likes go, then the value of them will be ""devalued,"" Lee said. Hiding likes could create ""near-term inefficiencies in how some of these deals get done,"" she said. Not all influencers are worried. As Roz Purcell, an Irish influencer with nearly 300,000 followers on Instagram, put it: ""We're all just going to have to evolve."" Life after likes  As with so many changes in the tech industry, Instagram's move could have wide and unknown consequences. That may range from people possibly ""liking"" fewer posts to making it harder to discern who bought fake followers.  Several influencers and marketers told CNN Business there is concern that hiding likes will make it harder to sniff out which accounts have bought fake followers to fraudulently inflate their popularity. Previously brands -- and average users -- could see that an account with one million followers only received 50 likes on a photo, and determine that its follower count was probably fake.  Instagram has been working to crack down on this practice, which is against its policies.  ""When we find spammy activity, we work to counter and prevent it, including blocking accounts and removing violating content. We're also constantly working to improve our technology in this area. ... Every day we block millions of fake accounts at registration,"" the Facebook spokesperson said.  Still experts see reason to be optimistic about hidden likes.  Joe Gagliese, CEO of Viral Nation, a firm that connects companies with influencers for deals, said brands should be looking beyond likes anyway. He argues they should take into account information such as the influencer's audience demographics and how well their persona matches with the brand and its values.  ""That vanity number isn't a representation of how powerful someone can be,"" he said. ""Likes are a very casual form of engagement. A lot of people like stuff without even really looking at it or they're so used to tapping the like button."""
45,Nestlé launches luxury KitKat bars — but they're not cheap,"Tue, 24 Sep 2019 13:09:24 GMT",KitKats are getting fancy.,http://rss.cnn.com/~r/rss/cnn_topstories/~3/v2CEIP_FBUk/index.html,"Swiss chocolate giant Nestlé (NSRGF) has announced a luxury, handcrafted version of the popular chocolate bar for the United Kingdom, in time for the Christmas season. The opulent eight-finger bar allows customers to choose from 1,500 flavor combinations, and also features personalized packaging. Related Story: The Awesome Burger is Nestlé's answer to the plant-based meat craze The new ""KitKat Chocolatory"" creation isn't exactly a cheap thrill, though — each bar will set you back £14 ($17). As well as mixing and matching flavors, customers will be able to opt for British classics like Eton Mess, Cherry Bakewell and Earl Grey. Whisky & Ginger bars are also available — as is a flavor the company doesn't describe but calls ""Jewels of the East.""  ""This is the biggest news for KitKat since the introduction of the KitKat Chunky exactly 20 years ago,"" Rabia Khan, Head of KitKat Chocolatory for Nestlé UK & Ireland, said in a press release. It isn't Nestlé's first attempt to stay ahead of changing consumer tastes and trends. Earlier this year it launched a new KitKat that distills its sweet flavor from a cocoa fruit without any added refined sugar.  And last year saw the launch of a pink KitKat made with distinctive ruby cocoa beans. ""We know how much people enjoy experimenting with new and exciting KitKat flavours and the KitKat Chocolatory offers a whole new, premium KitKat experience as well as the chance to create your very own personalised break and have it delivered right to your door,"" Khan added of the new product. The bars will be available from John Lewis stores around the country from September 26 to Christmas Eve. In the United States, KitKat bars are made by Hershey under license from Nestlé. "
46,Gmail dark mode begins rolling out to users,"Tue, 24 Sep 2019 18:20:26 GMT",The highly-anticipated dark theme option for Gmail is now rolling out to Android and iOS users.,http://rss.cnn.com/~r/rss/cnn_topstories/~3/-0rmtzdjMf4/index.html,"The new appearance, which flips the default white background in Gmail to black, will begin rolling out immediately, according to a Google blog post. However, it may take 15 days or longer for some users to see the feature, according to the company. Dark mode is a preferred appearance for some users because it's easier on the eyes. The company says it also prolongs battery life; darker pixels require less power than lighter ones. The move is part of a larger trend: It's become increasingly popular on several platforms and devices, including Twitter, Samsung Galaxy smartphones, Google's Chrome browser and Apple's iOS and MacOS software. Apple's support page for installing dark mode on Mac claims the setting ""makes it easier to stay focused on your work, because your content stands out while darkened controls and windows recede into the background."" Facebook is also testing a dark mode, according to multiple reports. For Android 10 users, the dark theme is accessible in the Android Display system setting, and it's enabled in Gmail after the whole operating system is set to dark mode. On Pixel devices, Gmail will default to the dark theme when Battery Saver mode is activated. For iPhone users, it depends on which version of iOS you have. With iOS 11 and iOS 12, the dark theme can be accessed in the Settings section. With the newly released iOS 13, users can either go to the settings in Gmail or they can automatically enable the feature when they set their device to dark mode.  Google teased the new option during the Android 10 release a few weeks ago. The new operating system also has a dark theme that changes colors for the phone's menus and home screen, but only some apps support it. "
47,Trump's Ukraine call was incredibly stupid,"Wed, 25 Sep 2019 23:44:20 GMT",Trump's decision to push Ukrainian President Volodymyr Zelensky to investigate a political opponent one day after the country heard special counsel Robert Mueller testify before Congress suggests a man with a political death wish.,http://rss.cnn.com/~r/rss/cnn_topstories/~3/DuxEtOLQ0bk/index.html,"Now, after a career built on demanding attention but evading meaningful scrutiny, Donald Trump is facing accountability for the first time in his life. Trump is struggling to respond to revelations that he pressured Ukraine to investigate former Vice President Joe Biden. And judging from his babbling public performance before reporters at the UN General Assembly in New York on Wednesday, he does not know how to cope. As usual, the President talked about a ""witch hunt"" and ""fake news"" and popularity polls as he spoke in the hoarse voice that seems to come over him in moments of stress. Then he damaged the case for his own defense, saying that if then-Vice President Joe Biden had sought a favor from Ukraine in 2015, it would have constituted an ""impeachable event.""  There's no proof that Biden sought favors from Ukraine. In fact the idea that he did is refuted in original reports on the matter. But a rough White House transcript of a phone call between Trump and Ukrainian President Volodymyr Zelensky shows that the President did exactly what he'd suggested Biden had done. ""I would like you to do us a favor,"" Trump said to Zelensky, according to the White House transcript of the call. ""There's a lot of talk about Biden's son. That Biden stopped the prosecutions and a lot of people want to find out about that, so whatever you can do with the attorney general would be great. Biden went around bragging that he stopped the prosecution so if you can look into it. ... It sounds horrible to me."" If there's ""a lot of talk"" about Biden's son, it has been generated mainly by the President, his supporters and his personal lawyer, former New York Mayor Rudy Giuliani. Trump told Zelensky that both Attorney General William Barr and Giuliani would be calling the Ukrainian President. As Biden has long occupied the front-runner position in the Democratic primary, Trump has cause to fear him -- and to try to undermine him. But urging Ukraine to investigate Biden's son constitutes an abuse of the public trust.  Why would Trump use a phone call with a foreign leader to ask for a blatantly personal and political favor? I would suggest that Trump expects the government to function like his personal business -- and as a result he can't imagine that anything he might desire would be out of bounds for a president. Throughout his life, Trump has operated under special conditions that allowed him to get away with almost anything.  The classic example came when his extremely wealthy father bailed out his casino by purchasing $3.5 million worth of chips at a blackjack table and then left the casino without gambling. This gambit broke state regulations, but the resulting fine -- $30,000 -- was paltry, and the deposit provided much-needed cashflow. Family wealth bailed Trump out of other difficulties and made it possible for him to take risks that others would have avoided. Bankruptcy followed bankruptcy, but because Trump's family money was protected by corporate structures, he maintained his high-profile lifestyle and kept on promoting himself as a super-successful businessman. He spread lies about the prominent women who had allegedly pursued him as a romantic partner, and he offered wildly varying claims about his personal wealth. Trump has even said that his net worth depends on how he feels at a given moment.  The truth about Trump remained elusive because so much of what he claimed could not be verified. His privately held businesses were not required to produce accurate public financial reports, and they never did. Meanwhile, how do you determine whether, as Trump claimed, he had once been one of the best young baseball players in New York?  As his biographer, I put time into checking Trump's claims and discovered that many, like the one about his baseball prowess, were false. These lies didn't threaten the whole country when he was just the clown prince of New York real estate and a reality TV show host boasting, falsely, about his ratings. But now that Trump is President, all the bluster that may have seemed amusing and harmless to those who stayed outside Trump's orbit has plunged the nation into a constitutional crisis. What we've seen in just this one Trump scandal -- and there are many more -- suggests that the President is incapable of fulfilling his duties and may even be driven by self-destructive impulses.  As Trump acknowledged last week, a president's calls with foreign leaders are overheard by other US officials, who take notes. Given this knowledge, Trump's attempt to enlist Zelensky in his harebrained scheme was not just an abuse of public trust; it also demonstrates Trump's true beliefs about human nature. Who could be surprised that a national security official filed a whistleblower complaint about that phone call with Zelensky? Only a person who assumes that no one else ever acts out of a sense of ethical and moral duty. What Trump seems to have ignored is that the American President operates in a system designed to check abuses -- and that the government he heads might be filled with people of conscience. As this scandal unfolds, the administration will come to learn the meaning of accountability. For Trump personally, it will be the first time."
48,"Iran, don't use American hostages as pawns","Wed, 25 Sep 2019 23:42:10 GMT","Last December, six families penned an impassioned open letter to the world pleading for assistance in securing the release of their loved ones unjustly detained in Iran. Many of these families are still waiting for the world to heed their call for the safe return of their fathers, mothers, sons, daughters, brothers, and sisters.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/yjulsnytciY/index.html,"  This week, as world leaders gather at the United Nations General Assembly, they must use this opportunity to bring up their cases with Iranian officials and call for their immediate release.   For many years, Republicans and Democrats in Congress have joined together in bipartisan calls for the return of these Americans and others. That unity is necessary to bring the full weight of the United States, and the power of the entire world, behind the release of these hostages. We must continue the fight until our fellow Americans are home safe.    Since 2010, I have had the honor of representing Robert Levinson, the longest-held hostage in American history. Bob went missing from Iran's Kish Island in March 2007. In the years since his disappearance, his family has missed him through celebrations and milestones, with only a ""proof of life"" video and pictures to sustain their hope for his homecoming.    When Bob was imprisoned in 2007, the international community had just concluded failed negotiations with Iran over its nuclear program.  In the years following, Iran unjustly and arbitrarily detained more and more foreign and dual nationals.  After the election of Hassan Rouhani in 2013, President Barack Obama pursued negotiations with Iran that granted the United States a chance to raise the issue of detained Americans. Many of my colleagues in Congress and I repeatedly implored the administration to focus on this issue. The world breathed a collective sigh of relief in January 2016, when five Americans were released from Iran. Unfortunately, too many, including Bob, were left behind. He, and others -- like Baquer and Siamak Namazi, and Xiyue Wang -- have suffered harrowing conditions and punishment at the hands of Iranian leaders.  Nizar Zakka, a Lebanese citizen with legal permanent resident status in the United States, endured four long years in detention in Iran's notorious Evin Prison.    In an interview with The Atlantic after his release in June 2019, he said, ""When you are a hostage, you need to know that the world is talking about you.""    But the Levinsons and other families cannot continue to wait on the world to act. This week more than 100 international leaders have taken the stage at the UN to speak about their country's priorities and attend countless bilateral and multilateral meetings. They will walk the halls alongside the Iranian delegation. Some will meet face to face with Iran.   The Joint Comprehensive Plan of Action (JCPOA or Iran nuclear deal), Iran's support for terrorism, and recent acts of aggression in the Gulf will be on the agenda. American hostages must be on the agenda as well.   Every world leader must bring up Bob and the others detained. In every speech, in every meeting, and in every interaction, every leader, especially United States officials and even President Trump, must demand the release of foreign nationals from Iran. They must say their names so there can be no mistake that the world demands their release. We cannot allow these individuals to continue to be used as pawns in a dangerous game with Iran. The United Nations' own Working Group on Arbitrary Detention (UNWGAD) has ruled on many of these cases. In November 2016, UNWGAD found Iran responsible for the arbitrary detention of Robert Levinson.    This July, Bob missed the birth of his ninth grandchild. He has missed too much. He, and the rest of those unjustly detained by Iran, must be released on humanitarian grounds. The world is watching what happens in New York. Do not let this year's General Assembly session go to waste. The United States must lead the international effort to bring our fellow Americans home."
49,Trump voters are waiting ... and watching,"Wed, 25 Sep 2019 19:06:23 GMT","​When the euphoria from the announcement that the US House will pursue an impeachment inquiry of President Trump wears off for Democrats and others who oppose Trump's administration, and all the talking heads have spoken, remember this -- it's important: Trump didn't change the country; he revealed it.",http://rss.cnn.com/~r/rss/cnn_topstories/~3/Bq24suWcluI/index.html,"The latest chapter in the most bizarre political saga in modern memory may very well lead to Trump's removal. Or it may not.  It may encourage Americans to follow the news more closely, it may prompt them to stay further away. It could derail Trump's re-election bid or provide his supporters with an energizing rallying cry. Certainly Trump's team is hoping for the latter, considering that Trump's 2020 campaign manager, Bradley Parscale, tweeted, ""Democrats have officially paved the way for a @realDonaldTrump landslide victory. The witch-hunt continues,"" which feels like a stretch considering Trump comfortably lost the popular vote and his Electoral College victory margin ranked 46th of 58 US elections.  Regardless of Parscale's misplaced bravado, the real issue isn't what happens to Trump anyway. It's what happens to the nearly 63 million people who voted for him.  House Speaker Nancy Pelosi is correct: ""No one is above the law."" But for many who voted for Trump in the first place, this development isn't about the law, the Constitution or the sanctity of democracy. It is about winning. And if being willfully ignorant of Trump's alleged misdeeds helps Republicans win, they'll take it. This is why some of the same conservatives who greeted President Obama wearing a tan suit with hostility treat Trump allegedly withholding military aid in an attempt to pressure a foreign nation to investigate a political foe as no big deal. When the goal is to do what's best for the country, an impeachment inquiry is ideally a bipartisan effort to make sure the most powerful man in the world is not abusing his power. When the goal is to win, such an inquiry is viewed as an opponent that must be defeated.  We call it ""party over country,"" an environment Trump did not create but one he is clearly benefiting from. Given his recent admission that he discussed Joe Biden and his son, Hunter Biden, with Ukrainian President Volodymyr Zelensky, I do believe impeachment is the proper action. I also believe because Trump is so disliked by a portion of America that many will make the mistake of conflating their feelings about him personally with the crimes he's accused of committing. And will enjoy a measure of satisfaction.  But it does not provide an exit off this debilitating national hamster wheel we're on. For be not mistaken, choosing party over patriotism is not an exclusively Republican affliction. There are countless Americans on both sides of the aisle who did not bother to read the Mueller report but will cherry-pick all their favorite quotes to support what they are already believe. You can't do what's best for the country when you're preoccupied with winning. Pelosi on Tuesday did the right thing for the country. But now, will she and the Democrats resist the temptation to do what's best for themselves?  Liberals may not care, but the nearly 63 million who voted for Trump will be watching ... and they're not going anywhere, even if Trump does. "
